X,Y,OBJECTID,ADA_ID,SGNL_BtnCount,SGNL_Status,SGNL_OffReviewStatus,SGNL_OffReviewNotes,SGNL_CollectorNotes,SGNL_Analysis,SGNL_Compliant,SGNL_CorridorID,SGNL_WorkArea,SGNL_Location,SGNL_IntID,SGNL_Street1,SGNL_Street2,SGNL_LocInInt,SGNL_SurveyDate,SGNL_Surveyor,SGNL_AddlBtnAdj,SGNL_AddlBtnDist,SGNL_AddlBtnID,SGNL_PedXings,SGNL_ClrXingDir1,SGNL_XingDir1,SGNL_SignPresent1,SGNL_SignPurpose1,SGNL_SignLettering1,SGNL_SignPosition1,SGNL_DistToXWalk1,SGNL_DistToCurb1,SGNL_PARToBtn1,SGNL_PARToXWalk1,SGNL_ClrSpc1,SGNL_ClrSpcParaSlope1,SGNL_ClrSpcPerpSlope1,SGNL_PARParaSlope1,SGNL_FrwrdApproach1,SGNL_FrwrdReach1,SGNL_FrwrdConstrain1,SGNL_FrwrdConstrainWid1,SGNL_FrwrdObs1,SGNL_FrwrdObsDist1,SGNL_ParaApproach1,SGNL_ParaReach1,SGNL_ParaConstrain1,SGNL_ParaConstrainWid1,SGNL_ParaObs1,SGNL_ParaObsDist1,SGNL_BtnHt1,SGNL_BtnPressure1,SGNL_BtnDia1,SGNL_BtnClosedFist1,SGNL_PostLocation,SGNL_BtnAPS1,SGNL_VTArrow1,SGNL_VTArrowPara1,SGNL_VTArrowContrast1,SGNL_PilotLight1,SGNL_IlluminSignal1,SGNL_VerbalMsg1,SGNL_VerbalMsgAudible1,SGNL_BtnLocTone1,SGNL_AudibleRange1,SGNL_ExtendPress1,SGNL_PercussiveTone1,SGNL_ClrXingDir2,SGNL_XingDir2,SGNL_SignPresent2,SGNL_SignPurpose2,SGNL_SignLettering2,SGNL_SignPosition2,SGNL_DistToXWalk2,SGNL_DistToCurb2,SGNL_PARToBtn2,SGNL_PARToXWalk2,SGNL_ClrSpc2,SGNL_ClrSpcParaSlope2,SGNL_ClrSpcPerpSlope2,SGNL_PARParaSlope2,SGNL_FrwrdApproach2,SGNL_FrwrdReach2,SGNL_FrwrdConstrain2,SGNL_FrwrdConstrainWid2,SGNL_FrwrdObs2,SGNL_FrwrdObsDist2,SGNL_ParaApproach2,SGNL_ParaReach2,SGNL_ParaConstrain2,SGNL_ParaConstrainWid2,SGNL_ParaObs2,SGNL_ParaObsDist2,SGNL_BtnHt2,SGNL_BtnPressure2,SGNL_BtnDia2,SGNL_BtnClosedFist2,SGNL_BtnAPS2,SGNL_VTArrow2,SGNL_VTArrowPara2,SGNL_VTArrowContrast2,SGNL_PilotLight2,SGNL_IlluminSignal2,SGNL_VerbalMsg2,SGNL_VerbalMsgAudible2,SGNL_BtnLocTone2,SGNL_AudibleRange2,SGNL_ExtendPress2,SGNL_PercussiveTone2,SGNL_Picture1,SGNL_Picture2,SGNL_Picture3,SGNL_Notes,SGNL_InventoryLink,SGNL_ComplianceLink,SNGL_INT_Signal_ID,AssetID,Remediated,RemediationComments,RemediatedBy,RemediatedDate,ActualCosts,TechnicalInfeasibility,DocumentLink,Comments,Text1,Text2,Num1,Num2,Text3,SGNL_AssetID
1433377.32099947,562669.564486057,1289,79015BCCDDF4,Button1,Complete,Valid,,,AnalysisValid,No,BROOKSHIRE-BV-250,4,,7031,BROOKSHIRE_BV,OAKDALE_RD,W,3/02/2018 08:19,solivella,Yes,290.0,00D43575FDC7,,Yes,To N,Yes,Yes,,Yes,0.0,63.0,Yes,Yes,Yes,0.6,5.4,,No,N/A,,N/A,Yes,3.0,Yes,16.0,Yes,48.0,Yes,3.0,32.0,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/F3761779-232B-4C4E-A6D6-79015BCCDDF4_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F3761779-232B-4C4E-A6D6-79015BCCDDF4_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F3761779-232B-4C4E-A6D6-79015BCCDDF4_SGNL_Picture3.jpg,,F3761779-232B-4C4E-A6D6-79015BCCDDF4,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_79015BCCDDF4.pdf,1646,SG1289,,,,,,,,,,,,,,01646_791
1445556.56993489,542736.640769318,1290,791ECA7A151F,Button1,Complete,Valid,,,AnalysisValid,No,S-CEDAR-ST-090,2,,,W_MOREHEAD_ST,S_CEDAR_ST,N,9/24/2019 15:15,jwtaylor,No,,,2.0,ClearlyMarked,To SW,Yes,Yes,Yes,Yes,0.0,29.0,Yes,Yes,Yes,0.7,2.9,1.5,Yes,0.0,No,,No,,Yes,0.0,No,,No,,45.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/A748D0B8-A559-4A89-8377-C1F8330BFD2_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/A748D0B8-A559-4A89-8377-C1F8330BFD2_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/A748D0B8-A559-4A89-8377-C1F8330BFD2_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_791ECA7A151F.pdf,,SG1290,,,,,,,,,,,,,,00800_418
1472863.12424555,583862.699921221,1291,792C940D8CBF,Button1,Complete,Valid,,,AnalysisValid,No,W-MALLARD-CREEK-CHURCH-RD-110,1A,,3973,MALLARD_CREEK_RD,W_MALLARD_CREEK_CHURCH_RD,S,1/15/2018 13:47,shoesly,Yes,294.0,EA24626B9F07,,Yes,To NE,Yes,Yes,Yes,Yes,0.0,59.0,Yes,Yes,Yes,1.7,6.9,,Yes,0.0,Yes,60.0,Yes,4.0,Yes,2.0,Yes,60.0,Yes,4.0,32.0,3.0,2.0,Yes,,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/5406C623-EBFB-448C-851F-792C940D8CBF_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5406C623-EBFB-448C-851F-792C940D8CBF_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5406C623-EBFB-448C-851F-792C940D8CBF_SGNL_Picture3.jpg,,5406C623-EBFB-448C-851F-792C940D8CBF,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_792C940D8CBF.pdf,362,SG1291,,,,,,,,,,,,,,00362_49
1475764.11220998,567428.627474472,1292,796B1F6478F7,Button1,Complete,Valid,,,AnalysisValid,No,UNIVERSITY-POINTE-BV-002,1B,,10014519,UNIVERSITY_POINTE_BV,N/A,NE,2/08/2018 07:56,solivella,Yes,292.0,9A10B108639A,,Yes,To S,Yes,Yes,Yes,Yes,88.0,68.0,Yes,Yes,Yes,0.9,3.8,,No,N/A,,N/A,Yes,3.0,Yes,15.0,Yes,48.0,Yes,4.0,35.0,2.0,2.0,Yes,,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/F0782985-6CC7-4289-BAC6-796B1F6478F7_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F0782985-6CC7-4289-BAC6-796B1F6478F7_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F0782985-6CC7-4289-BAC6-796B1F6478F7_SGNL_Picture3.jpg,,F0782985-6CC7-4289-BAC6-796B1F6478F7,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_796B1F6478F7.pdf,-9999,SG1292,,,,,,,,,,,,,,01707_994
1458818.29013056,540020.423760816,1293,79999293F47A,Button1,Complete,Valid,,,AnalysisValid,No,THOMAS-AV-010,1B,,,CENTRAL_AV,THOMAS_AV,SE,6/11/2019 09:45,jwtaylor,No,,,2,ClearlyMarked,To NE,Yes,Yes,Yes,No,0.0,87.0,Yes,Yes,Yes,6.8,1.7,0.7,Yes,0.0,No,,No,,Yes,0.0,No,,No,,49.5,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/E8297039-5B62-47F3-8DD3-79999293F47A_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/E8297039-5B62-47F3-8DD3-79999293F47A_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/E8297039-5B62-47F3-8DD3-79999293F47A_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_79999293F47A.pdf,,SG1293,,,,,,,,,,,,,,00429_491
1434582.65585914,561732.33276473,1294,799FBC746147,Button1,Complete,Valid,,,AnalysisValid,No,BROOKSHIRE-BV-150,4,,7091,BROOKSHIRE_BV,HOVIS_RD,SE,3/02/2018 07:40,solivella,Yes,308.0,9A8FD980C397,,Yes,To NE,Yes,Yes,Yes,Yes,0.0,120.0,Yes,Yes,Yes,0.2,2.5,,No,N/A,,N/A,Yes,5.0,Yes,8.0,Yes,48.0,,6.0,40.0,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/9C65ECBC-A00D-4CF5-BF6C-799FBC746147_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/9C65ECBC-A00D-4CF5-BF6C-799FBC746147_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/9C65ECBC-A00D-4CF5-BF6C-799FBC746147_SGNL_Picture3.jpg,,9C65ECBC-A00D-4CF5-BF6C-799FBC746147,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_799FBC746147.pdf,-9999,SG1294,,,,,,,,,,,,,,00880_192
1465894.72971781,518025.040586308,1295,79AE99117C2E,Button2,Complete,Valid,,,AnalysisValid,No,SARDIS-RD-060,2,,,SARDIS_RD,RANDOLPH_RD,S,12/11/2018 14:07,shoesly,No,N/A,,2,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,77.0,Yes,Yes,Yes,3.0,0.7,1.4,Yes,14.0,No,,Yes,8.0,Yes,7.0,No,,Yes,6.0,43.5,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,0.0,64.0,Yes,Yes,Yes,2.8,1.3,4.1,Yes,8.0,No,,Yes,6.0,Yes,8.0,No,,Yes,6.0,43.5,2.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/467FCD6B-9A3C-48BA-BF6F-79AE99117C2E_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/467FCD6B-9A3C-48BA-BF6F-79AE99117C2E_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/467FCD6B-9A3C-48BA-BF6F-79AE99117C2E_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_79AE99117C2E.pdf,,SG1295,,,,,,,,,,,,,,00493_268
1484151.84543447,569516.602301151,1296,79BC3D9139EB,Button1,Complete,Valid,,,AnalysisValid,No,UNIVERSITY-CITY-BV-170,1B,,5889,UNIVERSITY_CITY_BV,SUTHER_RD,E,6/14/2019 10:00,jwtaylor,No,N/A,,,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,18.0,64.0,Yes,Yes,Yes,1.9,0.5,3.1,No,N/A,No,N/A,Yes,4.0,Yes,40.0,No,48.0,Yes,4.0,41.0,2.0,2.0,No,,NonAPS,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/E8B5797C-B269-4985-BBD2-3A4223CDBBDF_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/E8B5797C-B269-4985-BBD2-3A4223CDBBDF_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/E8B5797C-B269-4985-BBD2-3A4223CDBBDF_SGNL_Picture3.jpg,PAR SLOPE PARA STREET FOR SW DIRECTION 5.6,5C521D9A-6AE9-4D05-A3DB-79BE034EFF36,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_79BC3D9139EB.pdf,285,SG1296,,,,,,,,,,,,,,00285_181
1473619.14668363,562968.932981804,1297,79E24EBFACE7,Button2,Complete,Valid,,,AnalysisValid,No,N-TRYON-ST-930,1B,,,N_TRYON_ST,SANDY_AV,NW,7/03/2019 13:14,jwtaylor,,,,3,ClearlyMarked,To SW,Yes,Yes,No,No,0.0,260.0,Yes,Yes,Yes,3.2,0.1,0.4,No,,No,,Yes,,Yes,32.0,No,,Yes,6.0,38.5,2.0,2.0,Yes,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ClearlyMarked,To SE,Yes,Yes,No,Yes,20.0,81.0,Yes,Yes,Yes,3.2,0.1,1.2,Yes,28.0,No,,Yes,3.0,Yes,28.0,No,,Yes,3.0,38.5,2.0,2.0,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://gis.charlottenc.gov/static/CDOT/Pictures/00958214-276C-4149-A8B4-79E24EBFACE7_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/00958214-276C-4149-A8B4-79E24EBFACE7_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/00958214-276C-4149-A8B4-79E24EBFACE7_SGNL_Picture3.jpg,"TEXT HT 5/16, B2 DIR OF XING SOUTHEAST & NORTHWEST",,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_79E24EBFACE7.pdf,,SG1297,,,,,,,,,,,,,,01637_717
1484909.25894588,540720.508318648,1298,79FF33AF8D98,Button2,Complete,Valid,,,AnalysisValid,No,E-W-T-HARRIS-BV-360,1B,,,E_W_T_HARIRS_BV,HICKORY_GROVE_RD,N,6/28/2019 12:40,jwtaylor,,,,2,ClearlyMarked,To SW,Yes,Yes,No,Yes,107.0,87.0,Yes,Yes,Yes,5.9,6.5,2.1,Yes,11.0,No,,Yes,4.0,Yes,10.0,No,,Yes,3.0,38.5,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To SE,Yes,Yes,No,Yes,9.0,87.0,Yes,Yes,Yes,4.0,4.1,0.2,Yes,19.0,No,,Yes,3.5,Yes,10.0,No,,Yes,3.5,35.5,2.0,2.0,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://gis.charlottenc.gov/static/CDOT/Pictures/37462C00-1A35-47FE-987F-79FF33AF8D98_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/37462C00-1A35-47FE-987F-79FF33AF8D98_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/37462C00-1A35-47FE-987F-79FF33AF8D98_SGNL_Picture3.jpg,"B1 TEXT HT 7/16, B2 TEXT ILLEGIBLE",,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_79FF33AF8D98.pdf,,SG1298,,,,,,,,,,,,,,00281_471
1457043.01612206,537179.059692889,1299,7A239B68F92B,Button1,Complete,Valid,,,AnalysisValid,No,E-7TH-ST-250,2,,,E_7TH_ST,N_CASWELL_RD,N,1/28/2019 08:42,shoesly,No,N/A,,2,ClearlyMarked,To W,Yes,Yes,Yes,Yes,28.0,26.0,Yes,Yes,Yes,0.2,2.5,0.8,Yes,0.0,No,,No,,Yes,0.0,No,,No,,41.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/87EE5157-40A1-4421-BD4D-7A239B68F92B_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/87EE5157-40A1-4421-BD4D-7A239B68F92B_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/87EE5157-40A1-4421-BD4D-7A239B68F92B_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A239B68F92B.pdf,,SG1299,,,,,,,,,,,,,,00426_122
1446532.93838897,559212.72527115,1300,7A29DC403FC0,Button2,Complete,Valid,,,AnalysisValid,No,BEATTIES-FORD-RD-300,4,,7570,BEATTIES_FORD_RD,S_I-85_EXIT_37_RA,NW,5/07/2018 13:04,shoesly,No,N/A,,2,ClearlyMarked,To S,Yes,Yes,Yes,Yes,24.0,61.0,Yes,Yes,Yes,1.0,11.5,1.1,No,N/A,No,N/A,Yes,5.0,Yes,8.0,No,60.0,Yes,5.0,38.0,1.5,2.0,Yes,No,NonAPS,No,No,No,No,No,No,No,No,No,No,No,ClearlyMarked,To E,Yes,Yes,Yes,Yes,53.0,61.0,Yes,Yes,Yes,1.5,7.5,11.0,No,N/A,No,N/A,Yes,5.0,Yes,8.0,No,60.0,Yes,5.0,38.0,1.5,2.0,Yes,NonAPS,No,No,No,No,No,No,No,No,No,No,No,https://gis.charlottenc.gov/static/CDOT/Pictures/AC29C7A4-1475-4C10-84F7-7A29DC403FC0_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/AC29C7A4-1475-4C10-84F7-7A29DC403FC0_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/AC29C7A4-1475-4C10-84F7-7A29DC403FC0_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A29DC403FC0.pdf,,SG1300,,,,,,,,,,,,,,00826_207
1455342.31906414,521154.314183399,1301,7A43CF564410,Button2,Complete,Valid,,,AnalysisValid,No,RUNNYMEDE-LN-010,2,,,SHARON_RD,BROOKWOOD_RD,NW,1/21/2019 13:00,shoesly,No,N/A,,2,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,10.0,36.0,Yes,Yes,Yes,1.0,0.7,7.2,Yes,13.0,No,,Yes,5.0,Yes,7.0,No,,Yes,2.0,39.0,2.0,2.0,Yes,Yes,NonAPS,,,,,,,,,,,,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,10.0,69.0,Yes,Yes,Yes,1.3,0.6,7.4,Yes,5.0,No,,Yes,2.0,Yes,5.0,No,,Yes,2.0,40.0,2.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/50A60FCC-842C-4D03-B998-7A43CF564410_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/50A60FCC-842C-4D03-B998-7A43CF564410_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/50A60FCC-842C-4D03-B998-7A43CF564410_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A43CF564410.pdf,,SG1301,,,,,,,,,,,,,,00522_78
1438777.25147255,538179.232233226,1302,7A4B20FA5F88,Button2,Complete,Valid,,,AnalysisValid,No,BARRINGER-DR-060,3,,13749,BARRINGER_DR,REMOUNT_RD,SW,6/05/2019 08:38,glong,,,,2,ClearlyMarked,To E,Yes,Yes,Yes,Yes,0.0,72.0,Yes,Yes,Yes,4.2,3.3,1.5,Yes,10.0,No,,No,,Yes,10.0,No,,No,,39.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To NE,Yes,No,Yes,Yes,38.0,72.0,Yes,Yes,No,,,0.6,Yes,16.0,No,,No,,No,,,,,,40.0,2.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/CBF77382-D456-4A54-A1C7-7A4B20FA5F88_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/CBF77382-D456-4A54-A1C7-7A4B20FA5F88_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/CBF77382-D456-4A54-A1C7-7A4B20FA5F88_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A4B20FA5F88.pdf,,SG1302,,,,,,,,,,,,,,00694_519
1439002.60568063,510421.908482894,1303,7A5FC4CC9CC0,Button2,Complete,Valid,,,AnalysisValid,No,SOUTH-BV-450,2,,10025398,E_ARROWOOD_RD,SOUTH_BV,NW,12/12/2018 07:33,rhergert,No,N/A,,2,ClearlyMarked,To S,Yes,Yes,Yes,Yes,0.0,90.0,No,No,Yes,1.5,8.3,1.7,Yes,10.0,No,,Yes,4.0,Yes,6.0,No,,Yes,2.0,36.0,2.0,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,ClearlyMarked,To E,Yes,Yes,Yes,Yes,27.0,87.0,No,No,Yes,0.6,8.5,2.1,Yes,19.0,No,,Yes,12.0,Yes,8.0,No,,Yes,2.0,36.0,2.0,2.0,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,https://gis.charlottenc.gov/static/CDOT/Pictures/4DB780D4-86BB-4AB9-B95F-7A5FC4CC9CC0_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4DB780D4-86BB-4AB9-B95F-7A5FC4CC9CC0_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4DB780D4-86BB-4AB9-B95F-7A5FC4CC9CC0_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A5FC4CC9CC0.pdf,,SG1303,,,,,,,,,,,,,,00632_328
1452789.29398647,543658.410907388,1304,7A6F95C24D55,Button0,Complete,Valid,,,AnalysisValid,Yes,N-BREVARD-ST-254,2,,11974,N_BREVARD_ST,E_11TH_ST,W,10/03/2019 12:35,gisfieldtp4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/F21D22ED-736E-4772-B2BF-7A6F95C24D55_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F21D22ED-736E-4772-B2BF-7A6F95C24D55_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F21D22ED-736E-4772-B2BF-7A6F95C24D55_SGNL_Picture3.jpg,TEXT HT 5/16,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A6F95C24D55.pdf,,SG1304,,,,,,,,,,,,,,00129_90
1447298.42603122,544505.394449651,1305,7A83169E00F3,Button0,Complete,Valid,,,AnalysisValid,Yes,S-CEDAR-ST-020,2,,11698,S_CEDAR_ST,W_4TH_ST,S,9/25/2019 08:04,rraz,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/F432A059-515A-4C46-91BE-7A83169E00F3_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F432A059-515A-4C46-91BE-7A83169E00F3_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F432A059-515A-4C46-91BE-7A83169E00F3_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A83169E00F3.pdf,,SG1305,,,,,,,,,,,,,,00803_394
1480489.38064656,567408.383748561,1306,7A97C55746F8,Button1,Complete,Valid,,,AnalysisValid,No,UNIVERSITY-CITY-BV-120,1B,,6328,E_W_T_HARIRS_BV,UNIVERSITY_CITY_BV,SE,1/16/2018 13:36,solivella,No,N/A,,,Yes,To NW,Yes,Yes,Yes,Yes,84.0,68.0,Yes,Yes,Yes,5.4,4.5,,No,N/A,,N/A,Yes,5.0,Yes,10.0,Yes,48.0,Yes,5.0,34.0,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/5E1C3E4C-810E-4F32-A568-7A97C55746F8_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5E1C3E4C-810E-4F32-A568-7A97C55746F8_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5E1C3E4C-810E-4F32-A568-7A97C55746F8_SGNL_Picture3.jpg,,7F4A8106-2D92-430F-B8D9-4F818A56A061,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7A97C55746F8.pdf,334,SG1306,,,,,,,,,,,,,,00334_186
1426775.57468855,549463.443260565,1307,7AAC94CEEF63,Button0,Complete,Valid,,,AnalysisValid,Yes,MULBERRY-CHURCH-RD-010,4,,10158,MULBERRY_CHURCH_RD,TUCKASEEGEE_RD,SW,2/16/2018 12:41,solivella,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/7DD0DAC9-ECC7-409E-BB8F-7AAC94CEEF63_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/7DD0DAC9-ECC7-409E-BB8F-7AAC94CEEF63_SGNL_Picture2.jpg,,,7DD0DAC9-ECC7-409E-BB8F-7AAC94CEEF63,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_7AAC94CEEF63.pdf,863,SG1307,,,,,,,,,,,,,,00863_59
