OBJECTID,Corridor,Station,ProjectName,ProjectAddress,Status,ProjectType,LandUse,ResidentialUnits,AffordableUnits,HotelRooms,WalkDistance,EstimtatedCost,Completed,Developer,PublicFacing,Notes,ImageURL,OfficeSqFeet,RetailSqFeet,NonResSF,DateCompleted,Parking,SecCorridor,ShapeSTArea,ShapeSTLength
142,Streetcar,Phase 1,Broadstone Central,632 Seigle Av,Proposed,NEWC,MIXU,280,,,,0,0, ,No,Removed from data,,0,3500,0,,,,186603.167738329,1858.84147834643
143,BLE,25,Bainbridge NoDa,514 Jordan Pl,Complete,NEWC,MIXU,273,0,0,0.25,43000000,2019,Bainbridge,Yes,,,0,5015,5015,,381,,136025.822745451,1797.00849855151
144,BL,EAWT,214 W Tremont,214 W Tremont Av,Complete,NEWC,OFF,0,0,0,0.26,4900000,2007,Visions Ventures,Yes,,,25668,0,25668,,,,37291.8954431589,809.958220492046
145,BL,CTC,Hyatt House,435 E Trade St,Complete,NEWC,HOS,0,0,163,0.1,26700000,2010, ,Yes,,,0,0,0,,,,17941.7136648707,552.062886781447
146,BL,EAWT,Three30Five Apartments,335 Doggett St,Complete,NEWC,MTF,164,0,0,0.39,25000000,2015,Boulevard Company,Yes,,,0,0,0,,,,96396.6512092581,1232.49447024042
147,BL,CAR,1031 S Caldwell,1031 S Caldwell,Complete,NEWC,OFF,0,0,0,0.21,3000000,2009, ,Yes,,,16604,0,16604,,,,26580.7676530702,654.633228121612
148,BL,EAWT,Camden Gallery,1717 Hawkins St,Complete,NEWC,MIXU,324,0,0,0.1,60000000,2016,Centro City Works,Yes,,,0,8987,0,,523,,155023.468035399,1666.43584287395
149,BL,BKV,620 S Tryon,620 S. Tryon St,Complete,NEWC,MIXU,0,0,0,0.2,370000000,2019,Lincoln Harris,Yes,,,850000,26900,1072000,,,,204936.651521789,2253.51790121974
150,BL,CAR,1100 South,1100 South Blvd,Complete,NEWC,MTF,331,0,0,0.02,31000000,2016,"Cambridge Dev Group, LLC",Yes,,,0,0,0,,489,,137336.034822718,1568.12782730646
151,BL,NBN,Euclid/Atherton Residential,2401 Euclid Av,Complete,NEWC,RES,62,0,0,0.5,12000000,0, ,Yes,,,0,0,0,,,,118500.791035933,1675.36456125816
152,BL,EAWT,Ashton South End,125 W Tremont Av,Complete,NEWC,MTF,312,0,0,0.17,58000000,2008,The Hanover Company,Yes,,,0,0,0,,,,115027.639363494,1372.91202516492
153,BL,EAWT,Southborough,300 Magnolia Av,Complete,NEWC,MIXU,58,0,0,0.5,17500000,2009,Conformity Corp.,Yes,,,30000,7000,37000,,,,113469.590989796,2866.49252578519
154,GL,Phase 2 - Central,Woodfield Graham Apartments,300 S Graham St,Complete,NEWC,MTF,230,0,0,0.25,24253832,2016,Woodfield Investments,Yes,,,0,0,0,,338,,89347.5856199227,1227.04936663631
155,BLE,PKW,300 Optimist Park,300 Parkwood Av,Complete,NEWC,MTF,50,0,0,0.2,55000000,2019,NRP Group,Yes,Completed 10/2019,,0,0,0,,,,44255.0182523924,987.766070140746
156,BLE,SUG,Station House,4001 Raleigh St.,Under Construction,Mixed-Use,MIXU,0,,,,,,Flywheel Group,Yes,,,,,,,,,242628.334759389,2088.24375896049
157,BL,I485S,Wendy's,9300 South Bv,Complete,NEWC,RET,0,0,0,0.15,2000000,2006, ,Yes,,,0,3035,3035,,,,71381.1106825104,1170.38138170602
158,BL,ARWW,South Oak Crossing,7609 Old Pineville Rd,Complete,NEWC,MTF,192,20,0,0.4,8500000,2007,Housing Partnership,Yes,,,0,0,0,,,,428518.296289794,3141.77439125003
159,BL,EAWT,Sycamore Brewing,2161 Hawkins St,Complete,ADR,RET,0,0,0,0.35,0,2014,Sycamore Brewing,Yes,,,0,7000,0,,12,,67013.8987869569,1109.00544098941
160,BLE,SUG,Steel Gardens Phase 2,859 Academy St,Complete,NEWC,MTF,54,,,0.7,11000000,2017, ,Yes,,,0,0,0,,152,,202212.789113125,1834.52696327512
161,BL,BKV,Mint Museum Apartments,501 S Church St,Complete,ADD,MTF,393,0,0,0.3,88000000,2015,Childress Klein,Yes,,,0,0,0,,,,21402.1808620631,585.373483693892
162,GL,Phase 2,500 W Trade,500 W. Trade,Complete,NEWC,MIXU,354,0,0,0.05,80000000,2020,Northwood Ravin,Yes,,,0,8952,8952,,411,,120125.309243707,1395.00368277396
163,GL,Phase 2 - Central,401 S Graham,401 S. Graham St,Complete,NEWC,MIXU,215,0,0,0.3,,2019,Dominion Realty Partners,Yes,,,186000,2160,388000,,391,,29138.391283396,717.144177790131
164,BL,NBN,Hoffman & Hoffman,2833-2905 Griffith St.,Under Construction,NEWC,OFF,0,0,0,0.05,150000000,, ,Yes,,,374974,63198,438172,,797,,64003.9437810092,1055.54420076104
165,BLE,36,Asana Office,409 E 35th St,Complete,ADR,OFF,0,0,0,0.16,0,2020,Asana,Yes,,,20019,0,20019,,23,,44529.6102208358,1061.33209584666
166,BL,BLD,Ferguson Showroom,129 Summit Av,Complete,NEWC,RET,0,0,0,0.13,,2016, ,Yes,,,0,27900,27900,,,,57399.6501733745,1051.81995968102
167,BL,BLD,Block at Church Street,1325 S Church St,Complete,NEWC,TWHM,59,0,0,0.3,16300000,2008,The Boulevard Company,Yes,,,0,0,0,2008/02/25 00:00:00+00,,,118500.354612886,1435.26463373461
168,BL,BLD,The Packard Bldg,1310 S Tryon St,Complete,ADR,OFF,0,0,0,0.2,3800000,2006,John Stamas,Yes,,,21238,0,21238,,,,43032.1001693306,1067.48658576602
169,BLE,MCC,Home2 Suites by Hilton,625 McCullough Dr,Complete,NEWC,HOS,0,0,105,0.5,8272000,2015,C.N. Hotels,Yes,,,0,0,0,,,,89388.4808055679,1375.0676818556
170,BL,BLD,Lumina Townhomes,1412 S Church St,Complete,NEWC,TWHM,13,0,0,0.3,0,2016,Revolve Residential,Yes,,,0,0,0,2016/08/02 00:00:00+00,26,,27315.4533468972,668.021963050516
171,BL,EAWT,The Hub,2115 Dunavant St,Complete,NEWC,MIXU,265,0,0,0.5,0,0, ,Yes,,,0,22000,22000,,318,,188152.025542809,1909.61786268726
172,BL,NBN,2400 South Bv Mixed Use,2400 South Bv,Complete,NEWC,MIXU,0,0,0,0.4,4000000,2017, ,Yes,,,30000,6000,36000,,177,,78184.3238375986,1182.93001290016
173,BL,BKV,The Madison,520 Martin Luther King Jr Blvd,Complete,NEWC,MIXU,26,,330,0.3,12800000,2010, ,Yes,,,0,0,0,,,,53425.6762077915,1012.00288272184
174,BLE,SUG,NODA Street Market,3629 N Davidson St,Complete,RENOA,RET,0,0,0,0.33,,2017,Imprint Properties LLC,Yes,,,0,28831,28831,,,,53475.2233955112,984.988971082582
